event_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
30329,0.0180910610327082,0.0,0.00011670036775322406,0.0,0.0,0.0,0.0,0.0004859151087042203,0.0,0.0,0.002786966875408447,0.0,0.0,0.0,0.0007759582882021942,0.015251438892227924,0.0,0.0018098964258049014,0.00012894934086645724,0.0,0.00036454824083390124,0.011587068683127108,0.0,0.0
30330,0.013305523229526457,0.0,5.467445864387042e-05,0.0,0.0,0.0,0.0,0.0015987076547814597,0.0,0.0,0.0028547117842356515,0.0,0.0,8.522532902236242e-06,0.0,0.0954107922999811,0.0,0.0,0.0,0.0,0.0,0.04386150061166791,0.0,0.0
30331,0.013305523229526457,0.0,5.467445864387042e-05,0.0,0.0,0.0,0.0,0.0015987076547814597,0.0,0.0,0.0028547117842356515,0.0,0.0,8.522532902236242e-06,0.0,0.0954107922999811,0.0,0.0,0.0,0.0,0.0,0.04386150061166791,0.0,0.0
30332,0.013305523229526457,0.0,5.467445864387042e-05,0.0,0.0,0.0,0.0,0.0015987076547814597,0.0,0.0,0.0028547117842356515,0.0,0.0,8.522532902236242e-06,0.0,0.0954107922999811,0.0,0.0,0.0,0.0,0.0,0.04386150061166791,0.0,0.0
30333,0.0004878857026526498,0.002336841916081043,0.0,0.0,0.0,0.0,0.0001896219048137989,0.0003308175968310094,0.0,0.0,0.0,0.0,0.0005506117806287906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023368895803369694,0.0,0.0
30334,0.0,0.0,0.0,0.0,0.002336928401636057,0.0,0.0,0.0,0.0,0.0,0.0,0.0008132680211893451,0.0,0.001392850918544166,0.0,0.0,0.0,0.00016578621131715078,0.0,0.018451604743501472,0.0,0.003723100889315636,0.0,0.0
30335,0.0,0.18490949550774013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006894794461317281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30336,0.0,0.000602960584499825,0.0,0.0,0.001488339839659494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002055409491018752,0.0,0.023454454361686458,0.0,0.0,0.0,0.0027326343994257033
30337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048106034685486065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03923393659451708,0.0,0.0013970940607264998,0.0,0.0
30338,0.0,0.00044517975837251385,0.0,0.0,0.0,0.0,0.005623751154625043,0.00020986258062882825,0.0,0.0,5.283225395067137e-05,0.0,0.0,0.001959254283087128,0.0,0.0,0.00011972920015798855,0.0017939222185449528,0.0,0.007953680242444357,0.0,0.03964161900614071,0.0,0.0001704081876556946
30339,0.0,0.14683449101197055,0.0,0.0,0.0,0.0,0.0,0.000743723067000941,0.0,0.0,0.0,0.0,0.0004229792533386007,0.0,0.0,0.0,0.0,0.0,0.0,0.0017860950178078567,0.0,0.0,0.0,0.0
30340,0.0,0.1594803063286177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30341,0.0,0.0002570838379318214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017950839829983748,0.0,0.0,0.0,0.0,0.0,0.0,0.0012890334886570358,0.0,0.024777862102509374,0.0,0.0848820416148528,0.0,0.011762326057017637
30342,0.0,0.0,0.0,0.0,0.0002978651648717556,0.0,0.005273870630913061,3.647058124218434e-05,0.0,0.0,0.0,0.0,0.0056765570367252605,0.001325847668334627,0.0,0.0,0.0,0.0009445806344522982,0.0,0.02764937892106696,0.0,0.026644293588337618,0.006678191528932883,0.007307940884782763
30343,0.0,0.1712230245962613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30344,0.0,0.0,0.0,0.03290641574919041,0.0,0.0,0.003331743849112937,0.001187040925875613,0.01536420015216022,0.0,0.0,0.0,0.0,0.0,0.0,0.02773850948397139,0.001027999426905272,0.0,0.0,0.0013397540796367788,0.0029273624533749094,0.07066162212970911,0.0,0.0
30345,0.0,9.706658028577746e-06,0.0,0.0,0.0009408794375477905,0.0,0.0,0.0,0.0,0.0,0.0,0.00039084595677507417,0.0,0.00674281584280858,0.0,0.0,0.0,0.0005668201855875597,0.0,0.010121520113708895,0.0,0.011222681180472796,0.0,0.0
30346,0.0,0.0,0.0,0.0007311701757671659,0.0,0.0,0.0,0.0007131443343177259,0.0,0.0,0.03263422654314318,0.0,0.000283745455779696,0.001698050529717185,0.0,0.0,0.0006719642085382619,0.07027905042913482,0.00155735986683604,0.02739239691978651,0.0,0.007971713520077665,0.007073425273661577,0.0
30347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020360904817265653,0.0,0.0,0.0,0.0005517263547030225,0.0,0.004084202270172362,0.0,0.0,0.0,0.0,0.0,0.04122137229530724,0.0,0.011361682599691073,0.0,0.0
30348,0.0,0.0007229620347549426,0.0,0.00013510679368015794,0.0,0.0,0.0,0.0013958515651775708,0.0,0.0,0.0007099573234524769,0.0006845559827213454,0.0,0.0009648667935432793,0.0,0.004380381332578983,0.0,0.004887037362015234,0.0,0.015147141165040692,0.0,0.01149995740735986,0.0,0.000541885974075398
30349,0.0,0.0007229620347549426,0.0,0.00013510679368015794,0.0,0.0,0.0,0.0013958515651775708,0.0,0.0,0.0007099573234524769,0.0006845559827213454,0.0,0.0009648667935432793,0.0,0.004380381332578983,0.0,0.004887037362015234,0.0,0.015147141165040692,0.0,0.01149995740735986,0.0,0.000541885974075398
30350,0.0,0.00026925933832140273,0.0,0.0,0.0,0.0,0.0056235602629138,0.00012234117720192798,0.0,0.0,0.0,0.0,0.0,0.0013500126955305145,0.0,0.0,0.0,0.002303115123627562,0.0,0.012602621479738962,0.0,0.04102091074755313,0.0,0.0
30351,0.0,0.0,0.0,0.0,0.0,0.0,0.00541582268986955,0.0,0.0,0.0,0.0,0.0,0.005692628339648896,0.00044475265937993523,0.0,0.0,0.0,0.0,0.0,0.005244940888986622,0.0,0.04439688674535238,0.0,0.000127149702913607
30352,1.7738014129292963e-05,0.0002766326189027476,0.0,0.0,0.0,0.0,0.005686622533171442,0.00023495509121662937,0.0,0.0,0.0,0.0,0.0,0.0011430691684111089,0.0,0.0,0.00024758567300194896,0.00047512002445768717,0.0,0.005304257639476411,0.0,0.03854712841502478,0.0,0.0
30353,3.9418675940204865e-05,0.0002894735936220683,0.0,0.0,0.0,0.0,0.005714929810937877,0.00023363618941836127,0.0,0.0,0.0,0.0,0.0,0.0008985472032861972,0.0,0.0,0.00024244134664588073,0.00044752436520850887,0.0,0.006539745390925771,0.0,0.03777123478502043,0.0,0.0
30379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006045211536391705,0.0010898701745134447,0.0,0.0038046992061037234,0.0,0.0,0.0,0.02093752507230252,0.0,0.010485199981407399,0.0,0.014942581386839378,0.0,0.0
30878,0.0,0.0011081201858821358,0.0,0.0,0.0,0.0,0.0,0.0014194390081489123,0.005569003003600218,0.0,0.000222149888456018,0.0,0.0,0.0,0.0,0.04054088909867416,0.0,0.0018939481734341925,0.0,0.00801262215235715,0.0,0.023346561312933264,0.0,0.0
30380,0.0,0.0,0.0,0.0,0.0011964124653854877,0.0,0.0,0.0,0.0,0.0,0.0,0.0014253114628609686,0.0,0.0,0.0,0.0,0.0,0.11723381676261566,0.0,0.0019460978983713,0.0,0.0,0.0,0.0
30381,0.0,1.1587995955484377e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015814503875522933,0.0,0.0057512742168021255,0.03137146909551998,0.0,0.0,0.0071316116176569095,0.0,0.0030287288362493285,0.0,0.0
30354,0.015806912236187604,0.0,0.0,0.0,0.0,0.0002876148076435095,0.0034521872388845434,0.0,0.0,0.0,0.0,0.0,0.0,0.01664310065889788,0.0,0.0,0.0,0.006198878754906707,0.0,0.010762212811342249,0.0026256488383393987,0.08373947323775545,0.0,0.020475538848676363
31107,0.0,0.0,0.0,0.002118961849601127,0.0,0.0,0.0,0.00011956897021755062,0.0,0.0007134080213197735,0.00045827546971154143,0.003134190895645183,0.0,0.0,0.0005247875328317022,0.0,0.00016884494971415077,0.0,0.0,0.0,0.0,0.028107020120346424,0.0,0.0
30355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021723679886785985,0.0,0.0,0.0,0.0008699002354667727,0.0,0.0,0.0,0.0,0.0,0.01353073616028323,0.0,0.03409992591122443,0.0,0.00972234757808028,0.0,0.0
30382,0.0,0.0,0.0,0.0,0.00021169800853927976,0.0,0.0,0.0005096050820171225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.273246317667203e-05,0.0,0.0,0.04427089462207454,0.0,0.0,0.0,0.0
30383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006757418403860029,0.0,0.0,0.0008173287207465729,0.00019885276901908015,0.0,0.0,0.0,0.0,0.0011147617524271045,0.002829322722331577,0.0,0.005347154428091933,0.0,0.011954109912840311,0.0,0.018641365891920635
30356,0.0018411913203201364,0.0,0.0,0.0,0.0020308330148130905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037511967881563592,0.0,0.0,0.0,0.0,0.0,0.04534511444937457,0.0,0.032556430741962655,0.01604515570065731,0.0
30357,0.00010445277854161114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019916426534604785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03246888244322344,0.007744549276806242,0.02346147081563734
30384,0.00015476197721906972,0.0003207612288055885,3.334876624885937e-05,0.0,0.0,0.0,0.0,0.0006136114574980045,0.0,0.0,0.0006545812234569643,0.0,0.0,0.0,0.0,0.0,0.0011227119385339537,0.003140734328910067,0.0,0.001714839407697135,0.0,0.022725852810986037,0.0,0.0
30358,0.0,0.0,0.0,0.0,0.0027201752725861334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014083329888523281,0.0,0.07070485016298393,0.001496198091011862,0.0,0.0,0.0
35948,0.0007229100923817786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001970913101408616,0.0,0.0,0.0,0.004141936820139151,0.0,0.0
35949,0.0007229100923817786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001970913101408616,0.0,0.0,0.0,0.004141936820139151,0.0,0.0
35950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013603536118912265,0.0,0.0,0.0,0.0,0.0,0.0,0.012020449706562346,0.0,0.0,0.0,0.0,0.0,0.0
35951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013603536118912265,0.0,0.0,0.0,0.0,0.0,0.0,0.012020449706562346,0.0,0.0,0.0,0.0,0.0,0.0
35952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013603536118912265,0.0,0.0,0.0,0.0,0.0,0.0,0.012020449706562346,0.0,0.0,0.0,0.0,0.0,0.0
